,match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
55455,235,1,Chennai Super Kings,Kolkata Knight Riders,1,1,S Anirudha,M Vijay,Iqbal Abdulla,0,0,0,0,0,0,0,0,0,,,
55456,235,1,Chennai Super Kings,Kolkata Knight Riders,1,2,S Anirudha,M Vijay,Iqbal Abdulla,0,0,0,0,0,0,1,0,1,,,
55457,235,1,Chennai Super Kings,Kolkata Knight Riders,1,3,M Vijay,S Anirudha,Iqbal Abdulla,0,0,0,0,0,0,0,0,0,,,
55458,235,1,Chennai Super Kings,Kolkata Knight Riders,1,4,M Vijay,S Anirudha,Iqbal Abdulla,0,0,0,0,0,0,0,0,0,,,
55459,235,1,Chennai Super Kings,Kolkata Knight Riders,1,5,M Vijay,S Anirudha,Iqbal Abdulla,0,0,0,0,0,0,4,0,4,,,
55460,235,1,Chennai Super Kings,Kolkata Knight Riders,1,6,M Vijay,S Anirudha,Iqbal Abdulla,0,0,0,0,0,0,0,0,0,M Vijay,caught,R Bhatia
55461,235,1,Chennai Super Kings,Kolkata Knight Riders,2,1,S Anirudha,SK Raina,YK Pathan,0,0,0,0,0,0,1,0,1,,,
55462,235,1,Chennai Super Kings,Kolkata Knight Riders,2,2,SK Raina,S Anirudha,YK Pathan,0,0,0,0,0,0,0,0,0,,,
55463,235,1,Chennai Super Kings,Kolkata Knight Riders,2,3,SK Raina,S Anirudha,YK Pathan,0,0,0,0,0,0,0,0,0,,,
55464,235,1,Chennai Super Kings,Kolkata Knight Riders,2,4,SK Raina,S Anirudha,YK Pathan,0,0,0,0,0,0,4,0,4,,,
55465,235,1,Chennai Super Kings,Kolkata Knight Riders,2,5,SK Raina,S Anirudha,YK Pathan,0,0,0,0,0,0,1,0,1,,,
55466,235,1,Chennai Super Kings,Kolkata Knight Riders,2,6,S Anirudha,SK Raina,YK Pathan,0,0,0,0,0,0,0,0,0,,,
55467,235,1,Chennai Super Kings,Kolkata Knight Riders,3,1,SK Raina,S Anirudha,Iqbal Abdulla,0,0,0,0,0,0,1,0,1,,,
55468,235,1,Chennai Super Kings,Kolkata Knight Riders,3,2,S Anirudha,SK Raina,Iqbal Abdulla,0,0,0,0,0,0,0,0,0,,,
55469,235,1,Chennai Super Kings,Kolkata Knight Riders,3,3,S Anirudha,SK Raina,Iqbal Abdulla,0,0,0,0,0,0,0,0,0,,,
55470,235,1,Chennai Super Kings,Kolkata Knight Riders,3,4,S Anirudha,SK Raina,Iqbal Abdulla,0,0,0,0,0,0,1,0,1,,,
55471,235,1,Chennai Super Kings,Kolkata Knight Riders,3,5,SK Raina,S Anirudha,Iqbal Abdulla,0,0,0,0,0,0,1,0,1,,,
55472,235,1,Chennai Super Kings,Kolkata Knight Riders,3,6,S Anirudha,SK Raina,Iqbal Abdulla,0,0,0,0,0,0,4,0,4,,,
55473,235,1,Chennai Super Kings,Kolkata Knight Riders,4,1,SK Raina,S Anirudha,YK Pathan,0,0,0,0,0,0,1,0,1,,,
55474,235,1,Chennai Super Kings,Kolkata Knight Riders,4,2,S Anirudha,SK Raina,YK Pathan,0,0,0,0,0,0,0,0,0,,,
55475,235,1,Chennai Super Kings,Kolkata Knight Riders,4,3,S Anirudha,SK Raina,YK Pathan,0,0,0,0,0,0,0,0,0,,,
55476,235,1,Chennai Super Kings,Kolkata Knight Riders,4,4,S Anirudha,SK Raina,YK Pathan,0,0,0,0,0,0,4,0,4,,,
55477,235,1,Chennai Super Kings,Kolkata Knight Riders,4,5,S Anirudha,SK Raina,YK Pathan,0,2,0,0,0,0,0,2,2,,,
55478,235,1,Chennai Super Kings,Kolkata Knight Riders,4,6,SK Raina,S Anirudha,YK Pathan,0,0,0,0,0,0,1,0,1,,,
55479,235,1,Chennai Super Kings,Kolkata Knight Riders,4,7,S Anirudha,SK Raina,YK Pathan,0,0,0,0,0,0,0,0,0,,,
55480,235,1,Chennai Super Kings,Kolkata Knight Riders,5,1,SK Raina,S Anirudha,L Balaji,0,0,0,0,0,0,0,0,0,,,
55481,235,1,Chennai Super Kings,Kolkata Knight Riders,5,2,SK Raina,S Anirudha,L Balaji,0,0,0,0,0,0,4,0,4,,,
55482,235,1,Chennai Super Kings,Kolkata Knight Riders,5,3,SK Raina,S Anirudha,L Balaji,0,0,0,0,0,0,0,0,0,,,
55483,235,1,Chennai Super Kings,Kolkata Knight Riders,5,4,SK Raina,S Anirudha,L Balaji,0,0,0,0,0,0,0,0,0,,,
55484,235,1,Chennai Super Kings,Kolkata Knight Riders,5,5,SK Raina,S Anirudha,L Balaji,0,0,0,0,0,0,1,0,1,,,
55485,235,1,Chennai Super Kings,Kolkata Knight Riders,5,6,S Anirudha,SK Raina,L Balaji,0,0,0,0,0,0,1,0,1,,,
55486,235,1,Chennai Super Kings,Kolkata Knight Riders,6,1,S Anirudha,SK Raina,JH Kallis,0,0,0,0,0,0,4,0,4,,,
55487,235,1,Chennai Super Kings,Kolkata Knight Riders,6,2,S Anirudha,SK Raina,JH Kallis,0,0,0,0,0,0,0,0,0,,,
55488,235,1,Chennai Super Kings,Kolkata Knight Riders,6,3,S Anirudha,SK Raina,JH Kallis,0,0,0,0,0,0,4,0,4,,,
55489,235,1,Chennai Super Kings,Kolkata Knight Riders,6,4,S Anirudha,SK Raina,JH Kallis,0,0,0,0,0,0,4,0,4,,,
55490,235,1,Chennai Super Kings,Kolkata Knight Riders,6,5,S Anirudha,SK Raina,JH Kallis,0,0,0,0,0,0,1,0,1,,,
55491,235,1,Chennai Super Kings,Kolkata Knight Riders,6,6,SK Raina,S Anirudha,JH Kallis,0,0,0,0,0,0,0,0,0,,,
55492,235,1,Chennai Super Kings,Kolkata Knight Riders,7,1,S Anirudha,SK Raina,S Ladda,0,0,0,0,0,0,0,0,0,,,
55493,235,1,Chennai Super Kings,Kolkata Knight Riders,7,2,S Anirudha,SK Raina,S Ladda,0,0,0,0,0,0,1,0,1,,,
55494,235,1,Chennai Super Kings,Kolkata Knight Riders,7,3,SK Raina,S Anirudha,S Ladda,0,0,0,0,0,0,4,0,4,,,
55495,235,1,Chennai Super Kings,Kolkata Knight Riders,7,4,SK Raina,S Anirudha,S Ladda,0,0,0,0,0,0,0,0,0,,,
55496,235,1,Chennai Super Kings,Kolkata Knight Riders,7,5,SK Raina,S Anirudha,S Ladda,0,0,0,0,0,0,1,0,1,,,
55497,235,1,Chennai Super Kings,Kolkata Knight Riders,7,6,S Anirudha,SK Raina,S Ladda,0,0,0,0,0,0,6,0,6,,,
55498,235,1,Chennai Super Kings,Kolkata Knight Riders,8,1,SK Raina,S Anirudha,R Bhatia,0,0,0,0,0,0,1,0,1,,,
55499,235,1,Chennai Super Kings,Kolkata Knight Riders,8,2,S Anirudha,SK Raina,R Bhatia,0,0,0,0,0,0,1,0,1,,,
55500,235,1,Chennai Super Kings,Kolkata Knight Riders,8,3,SK Raina,S Anirudha,R Bhatia,0,0,0,0,0,0,1,0,1,,,
55501,235,1,Chennai Super Kings,Kolkata Knight Riders,8,4,S Anirudha,SK Raina,R Bhatia,0,0,0,0,0,0,1,0,1,,,
55502,235,1,Chennai Super Kings,Kolkata Knight Riders,8,5,SK Raina,S Anirudha,R Bhatia,0,0,0,0,0,0,1,0,1,,,
55503,235,1,Chennai Super Kings,Kolkata Knight Riders,8,6,S Anirudha,SK Raina,R Bhatia,0,0,0,0,0,0,1,0,1,,,
55504,235,1,Chennai Super Kings,Kolkata Knight Riders,9,1,S Anirudha,SK Raina,L Balaji,0,0,1,0,0,0,0,1,1,,,
55505,235,1,Chennai Super Kings,Kolkata Knight Riders,9,2,SK Raina,S Anirudha,L Balaji,0,0,0,0,0,0,1,0,1,,,
55506,235,1,Chennai Super Kings,Kolkata Knight Riders,9,3,S Anirudha,SK Raina,L Balaji,0,0,0,0,0,0,1,0,1,,,
55507,235,1,Chennai Super Kings,Kolkata Knight Riders,9,4,SK Raina,S Anirudha,L Balaji,0,0,0,0,0,0,2,0,2,,,
55508,235,1,Chennai Super Kings,Kolkata Knight Riders,9,5,SK Raina,S Anirudha,L Balaji,0,0,0,0,0,0,4,0,4,,,
55509,235,1,Chennai Super Kings,Kolkata Knight Riders,9,6,SK Raina,S Anirudha,L Balaji,0,0,0,0,0,0,0,0,0,,,
55510,235,1,Chennai Super Kings,Kolkata Knight Riders,10,1,S Anirudha,SK Raina,R Bhatia,0,0,0,0,0,0,1,0,1,,,
