,match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
13862,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,1,1,SC Ganguly,BB McCullum,P Kumar,0,0,0,1,0,0,0,1,1,,,
13863,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,1,2,BB McCullum,SC Ganguly,P Kumar,0,0,0,0,0,0,0,0,0,,,
13864,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,1,3,BB McCullum,SC Ganguly,P Kumar,0,1,0,0,0,0,0,1,1,,,
13865,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,1,4,BB McCullum,SC Ganguly,P Kumar,0,0,0,0,0,0,0,0,0,,,
13866,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,1,5,BB McCullum,SC Ganguly,P Kumar,0,0,0,0,0,0,0,0,0,,,
13867,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,1,6,BB McCullum,SC Ganguly,P Kumar,0,0,0,0,0,0,0,0,0,,,
13868,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,1,7,BB McCullum,SC Ganguly,P Kumar,0,0,0,1,0,0,0,1,1,,,
13869,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,2,1,BB McCullum,SC Ganguly,Z Khan,0,0,0,0,0,0,0,0,0,,,
13870,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,2,2,BB McCullum,SC Ganguly,Z Khan,0,0,0,0,0,0,4,0,4,,,
13871,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,2,3,BB McCullum,SC Ganguly,Z Khan,0,0,0,0,0,0,4,0,4,,,
13872,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,2,4,BB McCullum,SC Ganguly,Z Khan,0,0,0,0,0,0,6,0,6,,,
13873,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,2,5,BB McCullum,SC Ganguly,Z Khan,0,0,0,0,0,0,4,0,4,,,
13874,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,2,6,BB McCullum,SC Ganguly,Z Khan,0,0,0,0,0,0,0,0,0,,,
13875,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,3,1,SC Ganguly,BB McCullum,P Kumar,0,0,0,0,0,0,0,0,0,,,
13876,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,3,2,SC Ganguly,BB McCullum,P Kumar,0,0,0,0,0,0,0,0,0,,,
13877,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,3,3,SC Ganguly,BB McCullum,P Kumar,0,0,0,1,0,0,0,1,1,,,
13878,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,3,4,BB McCullum,SC Ganguly,P Kumar,0,0,0,0,0,0,4,0,4,,,
13879,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,3,5,BB McCullum,SC Ganguly,P Kumar,0,0,0,0,0,0,1,0,1,,,
13880,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,3,6,SC Ganguly,BB McCullum,P Kumar,0,0,0,0,0,0,0,0,0,,,
13881,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,4,1,BB McCullum,SC Ganguly,AA Noffke,0,5,0,0,0,0,0,5,5,,,
13882,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,4,2,BB McCullum,SC Ganguly,AA Noffke,0,0,0,0,0,0,6,0,6,,,
13883,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,4,3,BB McCullum,SC Ganguly,AA Noffke,0,0,0,1,0,0,0,1,1,,,
13884,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,4,4,SC Ganguly,BB McCullum,AA Noffke,0,0,0,0,0,0,4,0,4,,,
13885,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,4,5,SC Ganguly,BB McCullum,AA Noffke,0,0,0,0,0,0,0,0,0,,,
13886,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,4,6,SC Ganguly,BB McCullum,AA Noffke,0,0,0,0,0,0,1,0,1,,,
13887,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,4,7,BB McCullum,SC Ganguly,AA Noffke,0,0,0,0,0,0,6,0,6,,,
13888,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,5,1,SC Ganguly,BB McCullum,P Kumar,0,0,0,0,0,0,4,0,4,,,
13889,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,5,2,SC Ganguly,BB McCullum,P Kumar,0,0,0,0,0,0,1,0,1,,,
13890,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,5,3,BB McCullum,SC Ganguly,P Kumar,0,0,0,0,0,0,4,0,4,,,
13891,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,5,4,BB McCullum,SC Ganguly,P Kumar,0,0,0,0,0,0,0,0,0,,,
13892,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,5,5,BB McCullum,SC Ganguly,P Kumar,0,0,0,0,0,0,1,0,1,,,
13893,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,5,6,SC Ganguly,BB McCullum,P Kumar,0,0,0,0,0,0,0,0,0,,,
13894,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,6,1,BB McCullum,SC Ganguly,Z Khan,0,0,0,0,0,0,1,0,1,,,
13895,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,6,2,SC Ganguly,BB McCullum,Z Khan,0,0,0,0,0,0,0,0,0,SC Ganguly,caught,JH Kallis
13896,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,6,3,RT Ponting,BB McCullum,Z Khan,0,0,0,0,0,0,0,0,0,,,
13897,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,6,4,RT Ponting,BB McCullum,Z Khan,0,0,0,0,0,0,0,0,0,,,
13898,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,6,5,RT Ponting,BB McCullum,Z Khan,0,0,0,0,0,0,0,0,0,,,
13899,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,6,6,RT Ponting,BB McCullum,Z Khan,0,0,0,0,0,0,0,0,0,,,
13900,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,7,1,BB McCullum,RT Ponting,AA Noffke,0,0,0,0,0,0,1,0,1,,,
13901,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,7,2,RT Ponting,BB McCullum,AA Noffke,0,0,0,0,0,0,1,0,1,,,
13902,60,1,Kolkata Knight Riders,Royal Challengers Bangalore,7,3,BB McCullum,RT Ponting,AA Noffke,0,0,0,0,0,0,1,0,1,,,
