,match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
108412,458,1,Kolkata Knight Riders,Mumbai Indians,1,1,G Gambhir,JH Kallis,Z Khan,0,0,0,0,0,0,0,0,0,,,
108413,458,1,Kolkata Knight Riders,Mumbai Indians,1,2,G Gambhir,JH Kallis,Z Khan,0,0,0,0,0,0,0,0,0,,,
108414,458,1,Kolkata Knight Riders,Mumbai Indians,1,3,G Gambhir,JH Kallis,Z Khan,0,0,0,0,0,0,0,0,0,,,
108415,458,1,Kolkata Knight Riders,Mumbai Indians,1,4,G Gambhir,JH Kallis,Z Khan,0,0,0,0,0,0,0,0,0,,,
108416,458,1,Kolkata Knight Riders,Mumbai Indians,1,5,G Gambhir,JH Kallis,Z Khan,0,0,0,0,0,0,0,0,0,,,
108417,458,1,Kolkata Knight Riders,Mumbai Indians,1,6,G Gambhir,JH Kallis,Z Khan,0,1,0,0,0,0,0,1,1,,,
108418,458,1,Kolkata Knight Riders,Mumbai Indians,1,7,G Gambhir,JH Kallis,Z Khan,0,0,0,0,0,0,0,0,0,,,
108419,458,1,Kolkata Knight Riders,Mumbai Indians,2,1,JH Kallis,G Gambhir,SL Malinga,0,0,0,0,0,0,2,0,2,,,
108420,458,1,Kolkata Knight Riders,Mumbai Indians,2,2,JH Kallis,G Gambhir,SL Malinga,0,0,0,0,0,0,1,0,1,,,
108421,458,1,Kolkata Knight Riders,Mumbai Indians,2,3,G Gambhir,JH Kallis,SL Malinga,0,0,0,0,0,0,0,0,0,,,
108422,458,1,Kolkata Knight Riders,Mumbai Indians,2,4,G Gambhir,JH Kallis,SL Malinga,0,0,0,0,0,0,0,0,0,G Gambhir,bowled,
108423,458,1,Kolkata Knight Riders,Mumbai Indians,2,5,MK Pandey,JH Kallis,SL Malinga,0,0,0,0,0,0,0,0,0,,,
108424,458,1,Kolkata Knight Riders,Mumbai Indians,2,6,MK Pandey,JH Kallis,SL Malinga,0,0,0,0,0,0,1,0,1,,,
108425,458,1,Kolkata Knight Riders,Mumbai Indians,3,1,MK Pandey,JH Kallis,Z Khan,0,0,0,0,0,0,0,0,0,,,
108426,458,1,Kolkata Knight Riders,Mumbai Indians,3,2,MK Pandey,JH Kallis,Z Khan,0,0,0,0,0,0,0,0,0,,,
108427,458,1,Kolkata Knight Riders,Mumbai Indians,3,3,MK Pandey,JH Kallis,Z Khan,0,0,0,0,0,0,1,0,1,,,
108428,458,1,Kolkata Knight Riders,Mumbai Indians,3,4,JH Kallis,MK Pandey,Z Khan,0,0,0,0,0,0,1,0,1,,,
108429,458,1,Kolkata Knight Riders,Mumbai Indians,3,5,MK Pandey,JH Kallis,Z Khan,0,0,0,0,0,0,2,0,2,,,
108430,458,1,Kolkata Knight Riders,Mumbai Indians,3,6,MK Pandey,JH Kallis,Z Khan,0,0,0,0,0,0,1,0,1,,,
108431,458,1,Kolkata Knight Riders,Mumbai Indians,4,1,MK Pandey,JH Kallis,CJ Anderson,0,0,0,0,0,0,0,0,0,,,
108432,458,1,Kolkata Knight Riders,Mumbai Indians,4,2,MK Pandey,JH Kallis,CJ Anderson,0,0,0,0,0,0,0,0,0,,,
108433,458,1,Kolkata Knight Riders,Mumbai Indians,4,3,MK Pandey,JH Kallis,CJ Anderson,0,0,0,0,0,0,0,0,0,,,
108434,458,1,Kolkata Knight Riders,Mumbai Indians,4,4,MK Pandey,JH Kallis,CJ Anderson,0,0,0,0,0,0,4,0,4,,,
108435,458,1,Kolkata Knight Riders,Mumbai Indians,4,5,MK Pandey,JH Kallis,CJ Anderson,0,0,0,0,0,0,6,0,6,,,
108436,458,1,Kolkata Knight Riders,Mumbai Indians,4,6,MK Pandey,JH Kallis,CJ Anderson,0,0,0,0,0,0,0,0,0,,,
108437,458,1,Kolkata Knight Riders,Mumbai Indians,5,1,JH Kallis,MK Pandey,Z Khan,0,0,0,0,0,0,1,0,1,,,
108438,458,1,Kolkata Knight Riders,Mumbai Indians,5,2,MK Pandey,JH Kallis,Z Khan,0,0,0,0,0,0,2,0,2,,,
108439,458,1,Kolkata Knight Riders,Mumbai Indians,5,3,MK Pandey,JH Kallis,Z Khan,0,0,0,0,0,0,0,0,0,,,
108440,458,1,Kolkata Knight Riders,Mumbai Indians,5,4,MK Pandey,JH Kallis,Z Khan,0,1,0,0,0,0,0,1,1,,,
108441,458,1,Kolkata Knight Riders,Mumbai Indians,5,5,MK Pandey,JH Kallis,Z Khan,0,0,0,0,0,0,1,0,1,,,
108442,458,1,Kolkata Knight Riders,Mumbai Indians,5,6,JH Kallis,MK Pandey,Z Khan,0,0,0,0,0,0,1,0,1,,,
108443,458,1,Kolkata Knight Riders,Mumbai Indians,5,7,MK Pandey,JH Kallis,Z Khan,0,1,0,0,0,0,0,1,1,,,
108444,458,1,Kolkata Knight Riders,Mumbai Indians,5,8,MK Pandey,JH Kallis,Z Khan,0,0,0,0,0,0,1,0,1,,,
108445,458,1,Kolkata Knight Riders,Mumbai Indians,6,1,MK Pandey,JH Kallis,PP Ojha,0,0,0,0,0,0,1,0,1,,,
108446,458,1,Kolkata Knight Riders,Mumbai Indians,6,2,JH Kallis,MK Pandey,PP Ojha,0,0,0,0,0,0,1,0,1,,,
108447,458,1,Kolkata Knight Riders,Mumbai Indians,6,3,MK Pandey,JH Kallis,PP Ojha,0,0,0,0,0,0,0,0,0,,,
108448,458,1,Kolkata Knight Riders,Mumbai Indians,6,4,MK Pandey,JH Kallis,PP Ojha,0,0,0,0,0,0,0,0,0,,,
108449,458,1,Kolkata Knight Riders,Mumbai Indians,6,5,MK Pandey,JH Kallis,PP Ojha,0,0,0,0,0,0,1,0,1,,,
108450,458,1,Kolkata Knight Riders,Mumbai Indians,6,6,JH Kallis,MK Pandey,PP Ojha,0,0,0,0,0,0,0,0,0,,,
108451,458,1,Kolkata Knight Riders,Mumbai Indians,7,1,MK Pandey,JH Kallis,Harbhajan Singh,0,0,0,0,0,0,0,0,0,,,
108452,458,1,Kolkata Knight Riders,Mumbai Indians,7,2,MK Pandey,JH Kallis,Harbhajan Singh,0,0,0,0,0,0,1,0,1,,,
108453,458,1,Kolkata Knight Riders,Mumbai Indians,7,3,JH Kallis,MK Pandey,Harbhajan Singh,0,0,0,0,0,0,0,0,0,,,
108454,458,1,Kolkata Knight Riders,Mumbai Indians,7,4,JH Kallis,MK Pandey,Harbhajan Singh,0,0,0,0,0,0,1,0,1,,,
108455,458,1,Kolkata Knight Riders,Mumbai Indians,7,5,MK Pandey,JH Kallis,Harbhajan Singh,0,0,0,0,0,0,0,0,0,,,
108456,458,1,Kolkata Knight Riders,Mumbai Indians,7,6,MK Pandey,JH Kallis,Harbhajan Singh,0,0,0,0,0,0,4,0,4,,,
108457,458,1,Kolkata Knight Riders,Mumbai Indians,8,1,JH Kallis,MK Pandey,PP Ojha,0,0,0,0,0,0,2,0,2,,,
108458,458,1,Kolkata Knight Riders,Mumbai Indians,8,2,JH Kallis,MK Pandey,PP Ojha,0,0,0,0,0,0,1,0,1,,,
108459,458,1,Kolkata Knight Riders,Mumbai Indians,8,3,MK Pandey,JH Kallis,PP Ojha,0,0,0,0,0,0,1,0,1,,,
108460,458,1,Kolkata Knight Riders,Mumbai Indians,8,4,JH Kallis,MK Pandey,PP Ojha,0,0,0,0,0,0,0,0,0,,,
108461,458,1,Kolkata Knight Riders,Mumbai Indians,8,5,JH Kallis,MK Pandey,PP Ojha,0,0,0,0,0,0,2,0,2,,,
108462,458,1,Kolkata Knight Riders,Mumbai Indians,8,6,JH Kallis,MK Pandey,PP Ojha,0,0,0,0,0,0,1,0,1,,,
108463,458,1,Kolkata Knight Riders,Mumbai Indians,9,1,JH Kallis,MK Pandey,Harbhajan Singh,0,0,0,0,0,0,2,0,2,,,
108464,458,1,Kolkata Knight Riders,Mumbai Indians,9,2,JH Kallis,MK Pandey,Harbhajan Singh,0,0,0,0,0,0,0,0,0,,,
108465,458,1,Kolkata Knight Riders,Mumbai Indians,9,3,JH Kallis,MK Pandey,Harbhajan Singh,0,0,0,0,0,0,2,0,2,,,
108466,458,1,Kolkata Knight Riders,Mumbai Indians,9,4,JH Kallis,MK Pandey,Harbhajan Singh,0,0,0,0,0,0,4,0,4,,,
108467,458,1,Kolkata Knight Riders,Mumbai Indians,9,5,JH Kallis,MK Pandey,Harbhajan Singh,0,0,0,0,0,0,1,0,1,,,
108468,458,1,Kolkata Knight Riders,Mumbai Indians,9,6,MK Pandey,JH Kallis,Harbhajan Singh,0,0,0,0,0,0,1,0,1,,,
108469,458,1,Kolkata Knight Riders,Mumbai Indians,10,1,MK Pandey,JH Kallis,CJ Anderson,0,0,0,0,0,0,1,0,1,,,
108470,458,1,Kolkata Knight Riders,Mumbai Indians,10,2,JH Kallis,MK Pandey,CJ Anderson,0,0,0,0,0,0,1,0,1,,,
108471,458,1,Kolkata Knight Riders,Mumbai Indians,10,3,MK Pandey,JH Kallis,CJ Anderson,0,0,0,0,0,0,4,0,4,,,
108472,458,1,Kolkata Knight Riders,Mumbai Indians,10,4,MK Pandey,JH Kallis,CJ Anderson,0,0,0,0,0,0,1,0,1,,,
108473,458,1,Kolkata Knight Riders,Mumbai Indians,10,5,JH Kallis,MK Pandey,CJ Anderson,0,0,0,0,0,0,1,0,1,,,
108474,458,1,Kolkata Knight Riders,Mumbai Indians,10,6,MK Pandey,JH Kallis,CJ Anderson,0,0,0,0,0,0,1,0,1,,,
108475,458,1,Kolkata Knight Riders,Mumbai Indians,11,1,MK Pandey,JH Kallis,PP Ojha,0,0,0,0,0,0,1,0,1,,,
108476,458,1,Kolkata Knight Riders,Mumbai Indians,11,2,JH Kallis,MK Pandey,PP Ojha,0,0,0,0,0,0,0,0,0,,,
108477,458,1,Kolkata Knight Riders,Mumbai Indians,11,3,JH Kallis,MK Pandey,PP Ojha,0,0,0,0,0,0,1,0,1,,,
108478,458,1,Kolkata Knight Riders,Mumbai Indians,11,4,MK Pandey,JH Kallis,PP Ojha,0,0,0,0,0,0,4,0,4,,,
108479,458,1,Kolkata Knight Riders,Mumbai Indians,11,5,MK Pandey,JH Kallis,PP Ojha,0,0,0,0,0,0,0,0,0,,,
108480,458,1,Kolkata Knight Riders,Mumbai Indians,11,6,MK Pandey,JH Kallis,PP Ojha,0,0,0,0,0,0,0,0,0,,,
108481,458,1,Kolkata Knight Riders,Mumbai Indians,12,1,JH Kallis,MK Pandey,Harbhajan Singh,0,0,0,0,0,0,0,0,0,,,
108482,458,1,Kolkata Knight Riders,Mumbai Indians,12,2,JH Kallis,MK Pandey,Harbhajan Singh,0,0,0,0,0,0,1,0,1,,,
108483,458,1,Kolkata Knight Riders,Mumbai Indians,12,3,MK Pandey,JH Kallis,Harbhajan Singh,0,0,0,0,0,0,2,0,2,,,
108484,458,1,Kolkata Knight Riders,Mumbai Indians,12,4,MK Pandey,JH Kallis,Harbhajan Singh,0,0,0,0,0,0,1,0,1,,,
108485,458,1,Kolkata Knight Riders,Mumbai Indians,12,5,JH Kallis,MK Pandey,Harbhajan Singh,0,0,0,0,0,0,1,0,1,,,
108486,458,1,Kolkata Knight Riders,Mumbai Indians,12,6,MK Pandey,JH Kallis,Harbhajan Singh,0,0,0,0,0,0,4,0,4,,,
108487,458,1,Kolkata Knight Riders,Mumbai Indians,13,1,JH Kallis,MK Pandey,SL Malinga,0,0,0,0,0,0,0,0,0,,,
108488,458,1,Kolkata Knight Riders,Mumbai Indians,13,2,JH Kallis,MK Pandey,SL Malinga,0,0,0,0,0,0,4,0,4,,,
108489,458,1,Kolkata Knight Riders,Mumbai Indians,13,3,JH Kallis,MK Pandey,SL Malinga,0,0,0,0,0,0,1,0,1,,,
108490,458,1,Kolkata Knight Riders,Mumbai Indians,13,4,MK Pandey,JH Kallis,SL Malinga,0,0,0,0,0,0,1,0,1,,,
108491,458,1,Kolkata Knight Riders,Mumbai Indians,13,5,JH Kallis,MK Pandey,SL Malinga,0,0,0,0,0,0,1,0,1,,,
108492,458,1,Kolkata Knight Riders,Mumbai Indians,13,6,MK Pandey,JH Kallis,SL Malinga,0,0,0,0,0,0,1,0,1,,,
108493,458,1,Kolkata Knight Riders,Mumbai Indians,14,1,MK Pandey,JH Kallis,KA Pollard,0,0,0,0,0,0,0,0,0,,,
108494,458,1,Kolkata Knight Riders,Mumbai Indians,14,2,MK Pandey,JH Kallis,KA Pollard,0,0,0,0,0,0,1,0,1,,,
108495,458,1,Kolkata Knight Riders,Mumbai Indians,14,3,JH Kallis,MK Pandey,KA Pollard,0,0,0,0,0,0,0,0,0,,,
108496,458,1,Kolkata Knight Riders,Mumbai Indians,14,4,JH Kallis,MK Pandey,KA Pollard,0,0,0,0,0,0,1,0,1,,,
108497,458,1,Kolkata Knight Riders,Mumbai Indians,14,5,MK Pandey,JH Kallis,KA Pollard,0,0,0,0,0,0,0,0,0,,,
108498,458,1,Kolkata Knight Riders,Mumbai Indians,14,6,MK Pandey,JH Kallis,KA Pollard,0,0,0,0,0,0,2,0,2,,,
108499,458,1,Kolkata Knight Riders,Mumbai Indians,15,1,JH Kallis,MK Pandey,PP Ojha,0,0,0,0,0,0,1,0,1,,,
108500,458,1,Kolkata Knight Riders,Mumbai Indians,15,2,MK Pandey,JH Kallis,PP Ojha,0,0,0,0,0,0,1,0,1,,,
108501,458,1,Kolkata Knight Riders,Mumbai Indians,15,3,JH Kallis,MK Pandey,PP Ojha,0,0,0,0,0,0,4,0,4,,,
108502,458,1,Kolkata Knight Riders,Mumbai Indians,15,4,JH Kallis,MK Pandey,PP Ojha,0,0,0,0,0,0,6,0,6,,,
